invoice_no,invoice_date,customer_id,customer_name,state,sku_id,product_name,abc_class,qty,unit,rate_inr,taxable_value_inr,gst_pct,gst_amount_inr,total_inr,payment_status
INV-2024-00631,24-09-2024,CUST-006,Rajasthan Home Mart,Rajasthan,TNB-001,Tandum Basket,B,69,Pcs,672.71,46416.99,18,8355.06,54772.05,Overdue
INV-2024-00632,17-09-2024,CUST-002,Sharma Modular Kitchens,Delhi,PBP-001,Plate Basket Pipe,A,29,Pcs,340.5,9874.5,18,1777.41,11651.91,Paid
INV-2024-00633,01-09-2024,CUST-008,Hyderabad Retail Hub,Telangana,TNB-001,Tandum Basket,B,109,Pcs,689.97,75206.73,18,13537.21,88743.94,Pending
INV-2024-00634,20-09-2024,CUST-001,Agarwal Home Solutions,Maharashtra,PBP-001,Plate Basket Pipe,A,119,Pcs,338.46,40276.74,18,7249.81,47526.55,Overdue
INV-2024-00635,24-09-2024,CUST-006,Rajasthan Home Mart,Rajasthan,CS-001,Cup & Saucer,B,18,Set,96.53,1737.54,18,312.76,2050.3,Overdue
INV-2024-00636,17-09-2024,CUST-004,Gujarat Kitchen World,Gujarat,RSH-001,Rolling Shutter,C,97,Pcs,1808.69,175442.93,28,49124.02,224566.95,Overdue
INV-2024-00637,10-09-2024,CUST-010,MP Modular Traders,Madhya Pradesh,TBP-001,Thali Basket Pipe,A,51,Pcs,379.5,19354.5,18,3483.81,22838.31,Paid
INV-2024-00638,17-09-2024,CUST-002,Sharma Modular Kitchens,Delhi,BPO-001,Bottle Pull Out,A,94,Pcs,175.44,16491.36,18,2968.44,19459.8,Paid
INV-2024-00639,07-09-2024,CUST-001,Agarwal Home Solutions,Maharashtra,PBP-001,Plate Basket Pipe,A,23,Pcs,341.35,7851.05,18,1413.19,9264.24,Paid
INV-2024-00640,21-09-2024,CUST-010,MP Modular Traders,Madhya Pradesh,TBW-001,Thali Basket Wire,A,117,Pcs,319.1,37334.7,18,6720.25,44054.95,Pending
INV-2024-00641,12-09-2024,CUST-001,Agarwal Home Solutions,Maharashtra,GTP-001,GTPT,B,38,Pcs,425.22,16158.36,18,2908.5,19066.86,Paid
INV-2024-00642,21-09-2024,CUST-004,Gujarat Kitchen World,Gujarat,SC-001,Sheet Cutlery,A,72,Set,465.74,33533.28,18,6035.99,39569.27,Paid
INV-2024-00643,12-09-2024,CUST-001,Agarwal Home Solutions,Maharashtra,CHM-001,Chimney,C,81,Pcs,3577.15,289749.15,28,81129.76,370878.91,Pending
INV-2024-00644,27-09-2024,CUST-001,Agarwal Home Solutions,Maharashtra,TNB-001,Tandum Basket,B,88,Pcs,672.25,59158,18,10648.44,69806.44,Paid
INV-2024-00645,03-09-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBW-001,Plate Basket Wire,A,37,Pcs,290.43,10745.91,18,1934.26,12680.17,Paid
INV-2024-00646,13-10-2024,CUST-009,Chandigarh Kitchens,Punjab,CS-001,Cup & Saucer,B,34,Set,93.43,3176.62,18,571.79,3748.41,Paid
INV-2024-00647,24-10-2024,CUST-009,Chandigarh Kitchens,Punjab,PBP-001,Plate Basket Pipe,A,81,Pcs,339.68,27514.08,18,4952.53,32466.61,Paid
INV-2024-00648,23-10-2024,CUST-008,Hyderabad Retail Hub,Telangana,TNB-001,Tandum Basket,B,95,Pcs,679.93,64593.35,18,11626.8,76220.15,Paid
INV-2024-00649,18-10-2024,CUST-003,South India Hardware,Tamil Nadu,PBP-001,Plate Basket Pipe,A,61,Pcs,341.81,20850.41,18,3753.07,24603.48,Paid
INV-2024-00650,11-10-2024,CUST-006,Rajasthan Home Mart,Rajasthan,CHM-001,Chimney,C,80,Pcs,3637.91,291032.8,28,81489.18,372521.98,Paid
INV-2024-00651,25-10-2024,CUST-007,Bengal Furniture House,West Bengal,TNB-001,Tandum Basket,B,91,Pcs,680.1,61889.1,18,11140.04,73029.14,Paid
INV-2024-00652,18-10-2024,CUST-010,MP Modular Traders,Madhya Pradesh,CS-001,Cup & Saucer,B,37,Set,94.64,3501.68,18,630.3,4131.98,Overdue
INV-2024-00653,15-10-2024,CUST-006,Rajasthan Home Mart,Rajasthan,GTP-001,GTPT,B,67,Pcs,435.62,29186.54,18,5253.58,34440.12,Paid
INV-2024-00654,20-10-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TBW-001,Thali Basket Wire,A,12,Pcs,321.99,3863.88,18,695.5,4559.38,Paid
INV-2024-00655,08-10-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,SC-001,Sheet Cutlery,A,37,Set,463.46,17148.02,18,3086.64,20234.66,Paid
INV-2024-00656,17-10-2024,CUST-009,Chandigarh Kitchens,Punjab,GTP-001,GTPT,B,81,Pcs,424.18,34358.58,18,6184.54,40543.12,Overdue
INV-2024-00657,02-10-2024,CUST-002,Sharma Modular Kitchens,Delhi,TBP-001,Thali Basket Pipe,A,68,Pcs,378.06,25708.08,18,4627.45,30335.53,Paid
INV-2024-00658,19-10-2024,CUST-006,Rajasthan Home Mart,Rajasthan,GTP-001,GTPT,B,41,Pcs,414.25,16984.25,18,3057.16,20041.41,Paid
INV-2024-00659,13-10-2024,CUST-010,MP Modular Traders,Madhya Pradesh,PBW-001,Plate Basket Wire,A,82,Pcs,289.59,23746.38,18,4274.35,28020.73,Paid
INV-2024-00660,06-10-2024,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,72,Pcs,575.57,41441.04,18,7459.39,48900.43,Overdue
INV-2024-00661,21-10-2024,CUST-010,MP Modular Traders,Madhya Pradesh,BPO-001,Bottle Pull Out,A,48,Pcs,175.07,8403.36,18,1512.6,9915.96,Overdue
INV-2024-00662,25-10-2024,CUST-002,Sharma Modular Kitchens,Delhi,RSH-001,Rolling Shutter,C,17,Pcs,1862.16,31656.72,28,8863.88,40520.6,Paid
INV-2024-00663,14-10-2024,CUST-007,Bengal Furniture House,West Bengal,TNB-001,Tandum Basket,B,25,Pcs,701,17525,18,3154.5,20679.5,Paid
INV-2024-00664,02-10-2024,CUST-007,Bengal Furniture House,West Bengal,SC-001,Sheet Cutlery,A,49,Set,453.02,22197.98,18,3995.64,26193.62,Paid
INV-2024-00665,17-10-2024,CUST-006,Rajasthan Home Mart,Rajasthan,TBP-001,Thali Basket Pipe,A,99,Pcs,374.47,37072.53,18,6673.06,43745.59,Paid
INV-2024-00666,25-10-2024,CUST-008,Hyderabad Retail Hub,Telangana,RSH-001,Rolling Shutter,C,86,Pcs,1818.48,156389.28,28,43789,200178.28,Paid
INV-2024-00667,26-11-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,AAT-001,Aata Basket,C,60,Pcs,215.68,12940.8,28,3623.42,16564.22,Paid
INV-2024-00668,19-11-2024,CUST-008,Hyderabad Retail Hub,Telangana,PBW-001,Plate Basket Wire,A,105,Pcs,272.57,28619.85,18,5151.57,33771.42,Pending
INV-2024-00669,13-11-2024,CUST-002,Sharma Modular Kitchens,Delhi,GTP-001,GTPT,B,74,Pcs,420.17,31092.58,18,5596.66,36689.24,Paid
INV-2024-00670,18-11-2024,CUST-008,Hyderabad Retail Hub,Telangana,TBP-001,Thali Basket Pipe,A,35,Pcs,381.58,13355.3,18,2403.95,15759.25,Overdue
INV-2024-00671,20-11-2024,CUST-009,Chandigarh Kitchens,Punjab,PNT-001,Pantry,B,104,Pcs,2214.73,230331.92,18,41459.75,271791.67,Paid
INV-2024-00672,25-11-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBW-001,Plate Basket Wire,A,65,Pcs,277.94,18066.1,18,3251.9,21318,Overdue
INV-2024-00673,22-11-2024,CUST-002,Sharma Modular Kitchens,Delhi,PBW-001,Plate Basket Wire,A,62,Pcs,279.9,17353.8,18,3123.68,20477.48,Paid
INV-2024-00674,12-11-2024,CUST-006,Rajasthan Home Mart,Rajasthan,PNT-001,Pantry,B,86,Pcs,2234.93,192203.98,18,34596.72,226800.7,Paid
INV-2024-00675,20-11-2024,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,115,Pcs,353.37,40637.55,18,7314.76,47952.31,Pending
INV-2024-00676,02-11-2024,CUST-008,Hyderabad Retail Hub,Telangana,TBP-001,Thali Basket Pipe,A,114,Pcs,374.81,42728.34,18,7691.1,50419.44,Paid
INV-2024-00677,04-11-2024,CUST-002,Sharma Modular Kitchens,Delhi,TBP-001,Thali Basket Pipe,A,104,Pcs,370.05,38485.2,18,6927.34,45412.54,Overdue
INV-2024-00678,01-11-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TBP-001,Thali Basket Pipe,A,53,Pcs,387.05,20513.65,18,3692.46,24206.11,Paid
INV-2024-00679,16-11-2024,CUST-008,Hyderabad Retail Hub,Telangana,HNG-001,Hinges,B,12,Pcs,44.7,536.4,18,96.55,632.95,Overdue
INV-2024-00680,18-11-2024,CUST-004,Gujarat Kitchen World,Gujarat,PNT-001,Pantry,B,76,Pcs,2249.55,170965.8,18,30773.84,201739.64,Overdue
INV-2024-00681,24-11-2024,CUST-010,MP Modular Traders,Madhya Pradesh,MGC-001,Magic Corner,C,28,Pcs,4278.35,119793.8,28,33542.26,153336.06,Paid
INV-2024-00682,22-11-2024,CUST-010,MP Modular Traders,Madhya Pradesh,RSH-001,Rolling Shutter,C,77,Pcs,1751.48,134863.96,28,37761.91,172625.87,Paid
INV-2024-00683,07-11-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TBW-001,Thali Basket Wire,A,111,Pcs,326,36186,18,6513.48,42699.48,Paid
INV-2024-00684,21-11-2024,CUST-008,Hyderabad Retail Hub,Telangana,TBW-001,Thali Basket Wire,A,11,Pcs,311.89,3430.79,18,617.54,4048.33,Paid
INV-2024-00685,01-11-2024,CUST-002,Sharma Modular Kitchens,Delhi,TNB-001,Tandum Basket,B,47,Pcs,700.89,32941.83,18,5929.53,38871.36,Pending
INV-2024-00686,17-11-2024,CUST-007,Bengal Furniture House,West Bengal,CS-001,Cup & Saucer,B,100,Set,92.81,9281,18,1670.58,10951.58,Paid
INV-2024-00687,18-11-2024,CUST-010,MP Modular Traders,Madhya Pradesh,MGC-001,Magic Corner,C,21,Pcs,4128.81,86705.01,28,24277.4,110982.41,Overdue
INV-2024-00688,23-11-2024,CUST-009,Chandigarh Kitchens,Punjab,CHM-001,Chimney,C,12,Pcs,3404.74,40856.88,28,11439.93,52296.81,Overdue
INV-2024-00689,16-11-2024,CUST-006,Rajasthan Home Mart,Rajasthan,HNG-001,Hinges,B,60,Pcs,45.99,2759.4,18,496.69,3256.09,Paid
INV-2024-00690,12-11-2024,CUST-006,Rajasthan Home Mart,Rajasthan,TNB-001,Tandum Basket,B,90,Pcs,673.99,60659.1,18,10918.64,71577.74,Overdue
INV-2024-00691,21-11-2024,CUST-001,Agarwal Home Solutions,Maharashtra,GTP-001,GTPT,B,42,Pcs,433.23,18195.66,18,3275.22,21470.88,Paid
INV-2024-00692,05-12-2024,CUST-004,Gujarat Kitchen World,Gujarat,GTP-001,GTPT,B,53,Pcs,433.78,22990.34,18,4138.26,27128.6,Paid
INV-2024-00693,17-12-2024,CUST-007,Bengal Furniture House,West Bengal,PBW-001,Plate Basket Wire,A,96,Pcs,283.6,27225.6,18,4900.61,32126.21,Paid
INV-2024-00694,19-12-2024,CUST-004,Gujarat Kitchen World,Gujarat,AAT-001,Aata Basket,C,29,Pcs,219.97,6379.13,28,1786.16,8165.29,Paid
INV-2024-00695,18-12-2024,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,26,Pcs,551.3,14333.8,18,2580.08,16913.88,Paid
INV-2024-00696,10-12-2024,CUST-003,South India Hardware,Tamil Nadu,PNT-001,Pantry,B,98,Pcs,2242.59,219773.82,18,39559.29,259333.11,Overdue
INV-2024-00697,25-12-2024,CUST-007,Bengal Furniture House,West Bengal,TBP-001,Thali Basket Pipe,A,28,Pcs,386.06,10809.68,18,1945.74,12755.42,Overdue
INV-2024-00698,03-12-2024,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,81,Pcs,342.48,27740.88,18,4993.36,32734.24,Paid
INV-2024-00699,27-12-2024,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,28,Pcs,347.1,9718.8,18,1749.38,11468.18,Paid
INV-2024-00700,10-12-2024,CUST-007,Bengal Furniture House,West Bengal,AAT-001,Aata Basket,C,66,Pcs,224.88,14842.08,28,4155.78,18997.86,Paid
INV-2024-00701,04-12-2024,CUST-004,Gujarat Kitchen World,Gujarat,TBP-001,Thali Basket Pipe,A,26,Pcs,373.51,9711.26,18,1748.03,11459.29,Overdue
INV-2024-00702,19-12-2024,CUST-010,MP Modular Traders,Madhya Pradesh,GTP-001,GTPT,B,88,Pcs,414.19,36448.72,18,6560.77,43009.49,Paid
INV-2024-00703,12-12-2024,CUST-001,Agarwal Home Solutions,Maharashtra,CS-001,Cup & Saucer,B,20,Set,96.73,1934.6,18,348.23,2282.83,Pending
INV-2024-00704,28-12-2024,CUST-009,Chandigarh Kitchens,Punjab,TBP-001,Thali Basket Pipe,A,87,Pcs,381.07,33153.09,18,5967.56,39120.65,Paid
INV-2024-00705,16-12-2024,CUST-007,Bengal Furniture House,West Bengal,PBP-001,Plate Basket Pipe,A,70,Pcs,333.07,23314.9,18,4196.68,27511.58,Paid
INV-2024-00706,14-12-2024,CUST-001,Agarwal Home Solutions,Maharashtra,CS-001,Cup & Saucer,B,107,Set,98.59,10549.13,18,1898.84,12447.97,Paid
INV-2024-00707,24-12-2024,CUST-004,Gujarat Kitchen World,Gujarat,AAT-001,Aata Basket,C,95,Pcs,228.62,21718.9,28,6081.29,27800.19,Paid
INV-2024-00708,15-12-2024,CUST-003,South India Hardware,Tamil Nadu,PBW-001,Plate Basket Wire,A,120,Pcs,283.69,34042.8,18,6127.7,40170.5,Paid
INV-2024-00709,14-12-2024,CUST-004,Gujarat Kitchen World,Gujarat,CHM-001,Chimney,C,61,Pcs,3585.17,218695.37,28,61234.7,279930.07,Overdue
INV-2024-00710,13-12-2024,CUST-006,Rajasthan Home Mart,Rajasthan,RSH-001,Rolling Shutter,C,88,Pcs,1864.33,164061.04,28,45937.09,209998.13,Overdue
INV-2024-00711,04-12-2024,CUST-009,Chandigarh Kitchens,Punjab,TBW-001,Thali Basket Wire,A,67,Pcs,320.63,21482.21,18,3866.8,25349.01,Paid
INV-2024-00712,18-12-2024,CUST-009,Chandigarh Kitchens,Punjab,CS-001,Cup & Saucer,B,60,Set,98.69,5921.4,18,1065.85,6987.25,Paid
INV-2024-00713,25-12-2024,CUST-009,Chandigarh Kitchens,Punjab,RSH-001,Rolling Shutter,C,90,Pcs,1867.29,168056.1,28,47055.71,215111.81,Paid
INV-2024-00714,13-12-2024,CUST-008,Hyderabad Retail Hub,Telangana,HNG-001,Hinges,B,48,Pcs,46.09,2212.32,18,398.22,2610.54,Paid
INV-2024-00715,14-12-2024,CUST-003,South India Hardware,Tamil Nadu,CHM-001,Chimney,C,47,Pcs,3545.22,166625.34,28,46655.1,213280.44,Paid
INV-2024-00716,27-12-2024,CUST-008,Hyderabad Retail Hub,Telangana,TBP-001,Thali Basket Pipe,A,92,Pcs,380.62,35017.04,18,6303.07,41320.11,Overdue
INV-2024-00717,25-12-2024,CUST-003,South India Hardware,Tamil Nadu,BPO-001,Bottle Pull Out,A,84,Pcs,186.42,15659.28,18,2818.67,18477.95,Overdue
INV-2024-00718,14-12-2024,CUST-007,Bengal Furniture House,West Bengal,TBP-001,Thali Basket Pipe,A,51,Pcs,380.59,19410.09,18,3493.82,22903.91,Paid
INV-2024-00719,23-12-2024,CUST-010,MP Modular Traders,Madhya Pradesh,CHM-001,Chimney,C,35,Pcs,3611.22,126392.7,28,35389.96,161782.66,Paid
INV-2024-00720,23-12-2024,CUST-006,Rajasthan Home Mart,Rajasthan,GTP-001,GTPT,B,93,Pcs,434.07,40368.51,18,7266.33,47634.84,Paid
INV-2024-00721,04-12-2024,CUST-002,Sharma Modular Kitchens,Delhi,BPO-001,Bottle Pull Out,A,100,Pcs,180.26,18026,18,3244.68,21270.68,Paid
INV-2024-00722,23-12-2024,CUST-009,Chandigarh Kitchens,Punjab,PBW-001,Plate Basket Wire,A,59,Pcs,285.85,16865.15,18,3035.73,19900.88,Overdue
INV-2024-00723,18-12-2024,CUST-007,Bengal Furniture House,West Bengal,PBP-001,Plate Basket Pipe,A,58,Pcs,330.84,19188.72,18,3453.97,22642.69,Paid
INV-2024-00724,28-12-2024,CUST-010,MP Modular Traders,Madhya Pradesh,CRO-001,Crousal,B,94,Pcs,577.02,54239.88,18,9763.18,64003.06,Paid
INV-2024-00725,25-12-2024,CUST-003,South India Hardware,Tamil Nadu,TBP-001,Thali Basket Pipe,A,101,Pcs,369.96,37365.96,18,6725.87,44091.83,Paid
INV-2024-00726,10-12-2024,CUST-008,Hyderabad Retail Hub,Telangana,HNG-001,Hinges,B,90,Pcs,44.22,3979.8,18,716.36,4696.16,Paid
INV-2025-00727,25-01-2025,CUST-010,MP Modular Traders,Madhya Pradesh,SC-001,Sheet Cutlery,A,42,Set,436.88,18348.96,18,3302.81,21651.77,Pending
INV-2025-00728,26-01-2025,CUST-009,Chandigarh Kitchens,Punjab,MGC-001,Magic Corner,C,10,Pcs,4252.75,42527.5,28,11907.7,54435.2,Pending
INV-2025-00729,19-01-2025,CUST-004,Gujarat Kitchen World,Gujarat,CS-001,Cup & Saucer,B,94,Set,95.31,8959.14,18,1612.65,10571.79,Pending
INV-2025-00730,20-01-2025,CUST-002,Sharma Modular Kitchens,Delhi,CHM-001,Chimney,C,86,Pcs,3396.61,292108.46,28,81790.37,373898.83,Overdue
INV-2025-00731,21-01-2025,CUST-010,MP Modular Traders,Madhya Pradesh,GTP-001,GTPT,B,81,Pcs,431.51,34952.31,18,6291.42,41243.73,Paid
INV-2025-00732,05-01-2025,CUST-003,South India Hardware,Tamil Nadu,TBW-001,Thali Basket Wire,A,17,Pcs,325.03,5525.51,18,994.59,6520.1,Paid
INV-2025-00733,22-01-2025,CUST-001,Agarwal Home Solutions,Maharashtra,TBP-001,Thali Basket Pipe,A,83,Pcs,390.89,32443.87,18,5839.9,38283.77,Paid
INV-2025-00734,02-01-2025,CUST-002,Sharma Modular Kitchens,Delhi,CRO-001,Crousal,B,23,Pcs,559.54,12869.42,18,2316.5,15185.92,Paid
INV-2025-00735,20-01-2025,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBP-001,Plate Basket Pipe,A,94,Pcs,346.26,32548.44,18,5858.72,38407.16,Overdue
INV-2025-00736,24-01-2025,CUST-008,Hyderabad Retail Hub,Telangana,PBP-001,Plate Basket Pipe,A,84,Pcs,338.37,28423.08,18,5116.15,33539.23,Paid
INV-2025-00737,11-01-2025,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBW-001,Plate Basket Wire,A,57,Pcs,289.19,16483.83,18,2967.09,19450.92,Paid
INV-2025-00738,03-01-2025,CUST-009,Chandigarh Kitchens,Punjab,AAT-001,Aata Basket,C,47,Pcs,220.65,10370.55,28,2903.75,13274.3,Paid
INV-2025-00739,17-01-2025,CUST-006,Rajasthan Home Mart,Rajasthan,GTP-001,GTPT,B,62,Pcs,422.82,26214.84,18,4718.67,30933.51,Paid
INV-2025-00740,19-01-2025,CUST-002,Sharma Modular Kitchens,Delhi,TBW-001,Thali Basket Wire,A,103,Pcs,332.34,34231.02,18,6161.58,40392.6,Overdue
INV-2025-00741,24-01-2025,CUST-008,Hyderabad Retail Hub,Telangana,PBW-001,Plate Basket Wire,A,98,Pcs,283.45,27778.1,18,5000.06,32778.16,Paid
INV-2025-00742,28-01-2025,CUST-010,MP Modular Traders,Madhya Pradesh,AAT-001,Aata Basket,C,50,Pcs,217.4,10870,28,3043.6,13913.6,Overdue
INV-2025-00743,20-01-2025,CUST-003,South India Hardware,Tamil Nadu,TNB-001,Tandum Basket,B,82,Pcs,683.23,56024.86,18,10084.47,66109.33,Pending
INV-2025-00744,20-01-2025,CUST-003,South India Hardware,Tamil Nadu,MGC-001,Magic Corner,C,39,Pcs,4282.32,167010.48,28,46762.93,213773.41,Paid
INV-2025-00745,01-01-2025,CUST-002,Sharma Modular Kitchens,Delhi,SC-001,Sheet Cutlery,A,69,Set,456.2,31477.8,18,5666,37143.8,Paid
INV-2025-00746,14-01-2025,CUST-010,MP Modular Traders,Madhya Pradesh,PNT-001,Pantry,B,62,Pcs,2141.01,132742.62,18,23893.67,156636.29,Paid
INV-2025-00747,21-01-2025,CUST-001,Agarwal Home Solutions,Maharashtra,PNT-001,Pantry,B,35,Pcs,2240.26,78409.1,18,14113.64,92522.74,Paid
INV-2025-00748,10-01-2025,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBW-001,Plate Basket Wire,A,74,Pcs,282.38,20896.12,18,3761.3,24657.42,Paid
INV-2025-00749,11-01-2025,CUST-006,Rajasthan Home Mart,Rajasthan,BPO-001,Bottle Pull Out,A,60,Pcs,183.73,11023.8,18,1984.28,13008.08,Overdue
INV-2025-00750,07-01-2025,CUST-003,South India Hardware,Tamil Nadu,SC-001,Sheet Cutlery,A,52,Set,462.77,24064.04,18,4331.53,28395.57,Pending
INV-2025-00751,16-02-2025,CUST-003,South India Hardware,Tamil Nadu,TBW-001,Thali Basket Wire,A,29,Pcs,324.45,9409.05,18,1693.63,11102.68,Overdue
INV-2025-00752,26-02-2025,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,114,Pcs,559.43,63775.02,18,11479.5,75254.52,Paid
INV-2025-00753,24-02-2025,CUST-010,MP Modular Traders,Madhya Pradesh,HNG-001,Hinges,B,96,Pcs,44.64,4285.44,18,771.38,5056.82,Overdue
INV-2025-00754,19-02-2025,CUST-004,Gujarat Kitchen World,Gujarat,SC-001,Sheet Cutlery,A,97,Set,446.95,43354.15,18,7803.75,51157.9,Paid
INV-2025-00755,09-02-2025,CUST-003,South India Hardware,Tamil Nadu,PBW-001,Plate Basket Wire,A,117,Pcs,272.21,31848.57,18,5732.74,37581.31,Pending
INV-2025-00756,20-02-2025,CUST-010,MP Modular Traders,Madhya Pradesh,PBP-001,Plate Basket Pipe,A,59,Pcs,334.26,19721.34,18,3549.84,23271.18,Paid
INV-2025-00757,23-02-2025,CUST-006,Rajasthan Home Mart,Rajasthan,HNG-001,Hinges,B,14,Pcs,44.51,623.14,18,112.17,735.31,Paid
INV-2025-00758,12-02-2025,CUST-004,Gujarat Kitchen World,Gujarat,MGC-001,Magic Corner,C,67,Pcs,4317.86,289296.62,28,81003.05,370299.67,Paid
INV-2025-00759,10-02-2025,CUST-009,Chandigarh Kitchens,Punjab,PNT-001,Pantry,B,32,Pcs,2151.28,68840.96,18,12391.37,81232.33,Paid
INV-2025-00760,15-02-2025,CUST-002,Sharma Modular Kitchens,Delhi,PNT-001,Pantry,B,74,Pcs,2137.84,158200.16,18,28476.03,186676.19,Pending
INV-2025-00761,11-02-2025,CUST-004,Gujarat Kitchen World,Gujarat,TBP-001,Thali Basket Pipe,A,71,Pcs,388.08,27553.68,18,4959.66,32513.34,Overdue
INV-2025-00762,05-02-2025,CUST-006,Rajasthan Home Mart,Rajasthan,HNG-001,Hinges,B,108,Pcs,46.4,5011.2,18,902.02,5913.22,Overdue
INV-2025-00763,24-02-2025,CUST-004,Gujarat Kitchen World,Gujarat,TBP-001,Thali Basket Pipe,A,14,Pcs,380.82,5331.48,18,959.67,6291.15,Overdue
INV-2025-00764,10-02-2025,CUST-001,Agarwal Home Solutions,Maharashtra,BPO-001,Bottle Pull Out,A,15,Pcs,183.26,2748.9,18,494.8,3243.7,Overdue
INV-2025-00765,15-02-2025,CUST-006,Rajasthan Home Mart,Rajasthan,PBW-001,Plate Basket Wire,A,15,Pcs,273.62,4104.3,18,738.77,4843.07,Paid
INV-2025-00766,25-02-2025,CUST-010,MP Modular Traders,Madhya Pradesh,SC-001,Sheet Cutlery,A,49,Set,456.62,22374.38,18,4027.39,26401.77,Paid
INV-2025-00767,07-02-2025,CUST-004,Gujarat Kitchen World,Gujarat,CRO-001,Crousal,B,46,Pcs,554.04,25485.84,18,4587.45,30073.29,Paid
INV-2025-00768,09-02-2025,CUST-002,Sharma Modular Kitchens,Delhi,CHM-001,Chimney,C,29,Pcs,3433.59,99574.11,28,27880.75,127454.86,Paid
INV-2025-00769,18-02-2025,CUST-010,MP Modular Traders,Madhya Pradesh,SC-001,Sheet Cutlery,A,75,Set,439.72,32979,18,5936.22,38915.22,Overdue
INV-2025-00770,11-02-2025,CUST-009,Chandigarh Kitchens,Punjab,TNB-001,Tandum Basket,B,44,Pcs,666.34,29318.96,18,5277.41,34596.37,Paid
INV-2025-00771,03-02-2025,CUST-003,South India Hardware,Tamil Nadu,CS-001,Cup & Saucer,B,49,Set,96.23,4715.27,18,848.75,5564.02,Paid
INV-2025-00772,05-02-2025,CUST-001,Agarwal Home Solutions,Maharashtra,CHM-001,Chimney,C,13,Pcs,3510.33,45634.29,28,12777.6,58411.89,Paid
INV-2025-00773,02-02-2025,CUST-007,Bengal Furniture House,West Bengal,BPO-001,Bottle Pull Out,A,21,Pcs,179.97,3779.37,18,680.29,4459.66,Paid
INV-2025-00774,12-02-2025,CUST-010,MP Modular Traders,Madhya Pradesh,CHM-001,Chimney,C,49,Pcs,3476.42,170344.58,28,47696.48,218041.06,Paid
INV-2025-00775,19-02-2025,CUST-008,Hyderabad Retail Hub,Telangana,PBW-001,Plate Basket Wire,A,26,Pcs,273.42,7108.92,18,1279.61,8388.53,Pending
INV-2025-00776,10-02-2025,CUST-008,Hyderabad Retail Hub,Telangana,BPO-001,Bottle Pull Out,A,97,Pcs,182.72,17723.84,18,3190.29,20914.13,Pending
INV-2025-00777,08-02-2025,CUST-004,Gujarat Kitchen World,Gujarat,MGC-001,Magic Corner,C,28,Pcs,4327.16,121160.48,28,33924.93,155085.41,Overdue
INV-2025-00778,13-02-2025,CUST-006,Rajasthan Home Mart,Rajasthan,GTP-001,GTPT,B,33,Pcs,427.97,14123.01,18,2542.14,16665.15,Paid
INV-2025-00779,16-02-2025,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,13,Pcs,545.76,7094.88,18,1277.08,8371.96,Paid
INV-2025-00780,15-02-2025,CUST-008,Hyderabad Retail Hub,Telangana,TNB-001,Tandum Basket,B,118,Pcs,667.73,78792.14,18,14182.59,92974.73,Paid
INV-2025-00781,04-02-2025,CUST-009,Chandigarh Kitchens,Punjab,TBP-001,Thali Basket Pipe,A,61,Pcs,390.35,23811.35,18,4286.04,28097.39,Paid
INV-2025-00782,21-02-2025,CUST-009,Chandigarh Kitchens,Punjab,CRO-001,Crousal,B,19,Pcs,574.26,10910.94,18,1963.97,12874.91,Overdue
INV-2025-00783,19-02-2025,CUST-007,Bengal Furniture House,West Bengal,CHM-001,Chimney,C,62,Pcs,3453.45,214113.9,28,59951.89,274065.79,Paid
INV-2025-00784,13-03-2025,CUST-008,Hyderabad Retail Hub,Telangana,PBP-001,Plate Basket Pipe,A,18,Pcs,337.91,6082.38,18,1094.83,7177.21,Overdue
INV-2025-00785,19-03-2025,CUST-007,Bengal Furniture House,West Bengal,AAT-001,Aata Basket,C,110,Pcs,218.67,24053.7,28,6735.04,30788.74,Paid
INV-2025-00786,24-03-2025,CUST-002,Sharma Modular Kitchens,Delhi,PBP-001,Plate Basket Pipe,A,101,Pcs,343.47,34690.47,18,6244.28,40934.75,Pending
INV-2025-00787,20-03-2025,CUST-010,MP Modular Traders,Madhya Pradesh,BPO-001,Bottle Pull Out,A,69,Pcs,178.7,12330.3,18,2219.45,14549.75,Paid
